Id,TIMESTAMP,Average
16,4/16/2017,5.992424985
18,4/18/2017,8.886841958
19,4/19/2017,7.265082449
20,4/20/2017,4.830578077
21,4/21/2017,33.8110156
22,4/22/2017,13.71374398
24,4/24/2017,7.66878099
25,4/25/2017,42.02006956
